2026-02-19 15:43:17 | root                           | INFO     | ================================================================================
2026-02-19 15:43:17 | root                           | INFO     | MEET ASSISTANT INICIADO - Log file: logs\meet_assistant_20260219_154317.log
2026-02-19 15:43:17 | root                           | INFO     | ================================================================================
2026-02-19 15:43:17 | root                           | INFO     | Log level: INFO
2026-02-19 15:43:21 | __main__                       | INFO     | Iniciando Meet Assistant AI v3.2...
2026-02-19 15:43:21 | core.ai_services               | INFO     | Gemini API configurado com sucesso
2026-02-19 15:43:21 | core.ai_services               | INFO     | Whisper pronto para lazy loading (carregará na primeira uso)
2026-02-19 15:43:21 | core.ai_services               | INFO     | Google Speech Recognition inicializado
2026-02-19 15:43:21 | gui.app_window                 | INFO     | Calibrando ruído com device 1...
2026-02-19 15:43:22 | gui.app_window                 | INFO     | Calibração de ruído concluída
2026-02-19 15:43:22 | core.audio_engine              | INFO     | AudioEngine criado com ThreadPoolExecutor (max_workers=2)
2026-02-19 15:43:22 | gui.app_window                 | INFO     | MeetAssistantApp inicializado com sucesso
2026-02-19 15:43:23 | core.audio_engine              | INFO     | AudioEngine iniciado
2026-02-19 15:43:23 | core.audio_engine              | INFO     | Abrindo stream PyAudio: device=1, rate=48000, channels=2
2026-02-19 15:43:23 | core.audio_engine              | INFO     | Stream PyAudio aberto com sucesso
2026-02-19 15:43:27 | gui.app_window                 | INFO     | Processando 671744 bytes de áudio no Copilot
2026-02-19 15:43:30 | gui.app_window                 | INFO     | Processando 671744 bytes de áudio no Copilot
2026-02-19 15:43:34 | gui.app_window                 | INFO     | Processando 671744 bytes de áudio no Copilot
2026-02-19 15:43:37 | gui.app_window                 | INFO     | Processando 671744 bytes de áudio no Copilot
2026-02-19 15:43:41 | gui.app_window                 | INFO     | Processando 671744 bytes de áudio no Copilot
2026-02-19 15:43:44 | gui.app_window                 | INFO     | Processando 671744 bytes de áudio no Copilot
2026-02-19 15:43:48 | gui.app_window                 | INFO     | Processando 671744 bytes de áudio no Copilot
2026-02-19 15:43:51 | gui.app_window                 | INFO     | Processando 671744 bytes de áudio no Copilot
2026-02-19 15:43:55 | gui.app_window                 | INFO     | Processando 671744 bytes de áudio no Copilot
2026-02-19 15:43:58 | gui.app_window                 | INFO     | Processando 671744 bytes de áudio no Copilot
2026-02-19 15:44:02 | gui.app_window                 | INFO     | Processando 671744 bytes de áudio no Copilot
2026-02-19 15:44:05 | gui.app_window                 | INFO     | Processando 671744 bytes de áudio no Copilot
2026-02-19 15:44:09 | gui.app_window                 | INFO     | Processando 671744 bytes de áudio no Copilot
2026-02-19 15:44:11 | gui.app_window                 | INFO     | Encerrando MeetAssistantApp...
2026-02-19 15:44:11 | core.audio_engine              | INFO     | ThreadPoolExecutor finalizado
2026-02-19 15:44:11 | core.audio_engine              | INFO     | AudioEngine parado
2026-02-19 15:44:11 | core.audio_engine              | INFO     | Stream PyAudio fechado com sucesso
2026-02-19 15:44:11 | core.audio_engine              | INFO     | PyAudio terminado
2026-02-19 15:44:11 | __main__                       | INFO     | Meet Assistant encerrado
